Awards,Credits,Job,Name,Noms,Wins
57 win & 83 nomination,139.0,Producer,Nanni Moretti,83,57
2 win & 1 nomination,38.0,Actor,"Kevin Janssens
(I)",1,2
1 win & 2 nomination,25.0,Actor,Scott Terra,2,1
1 nomination,40.0,Actress,Paulina Gaitan,1,0
2 win,138.0,Actor,"Suman
(I)",0,2
4 win & 4 nomination,35.0,Actress,Sarah Peirse,4,4
2 win & 5 nomination,117.0,Actor,John Jarratt,5,2
none,27.0,Actress,"Amanda Brooks
(I)",0,0
4 win & 8 nomination,317.0,Actor,Ernie Hudson,8,4
none,,Actor,Aino Annuddin,0,0
"nominated 1 golden globe, another 1 win & 4 nomination",104.0,Actor,Bud Cort,5,1
1 nomination,84.0,Actress,Bess Armstrong,1,0
none,39.0,Actor,Jean-Claude Donda,0,0
none,22.0,Actor,Jesper Salén,0,0
1 win,13.0,Actor,"Joe Folau
(I)",0,1
4 win & 3 nomination,57.0,Actor,Shahab Hosseini,3,4
2 win & 3 nomination,17.0,Actor,Joong-Ki Song,3,2
"nominated 2 golden globes, another 1 win & 7 nomination",219.0,Writer,Fran Drescher,9,1
none,52.0,Actress,Kimi Katkar,0,0
3 win & 2 nomination,47.0,Actress,Louisa Krause,2,3
5 nomination,42.0,Actress,Peta Wilson,5,0
3 nomination,71.0,Actor,"Jake Weber
(I)",3,0
2 win & 1 nomination,60.0,Actor,"Douglas Smith
(VI)",1,2
none,12.0,Actor,Brick Bronsky,0,0
none,56.0,Actress,Kelen Coleman,0,0
none,24.0,Actor,"Johnny Green
(V)",0,0
1 win,86.0,Actor,"Gordon Currie
(I)",0,1
3 win & 4 nomination,31.0,Actress,Shefali Shah,4,3
none,44.0,Actress,Zulay Henao,0,0
2 win,71.0,Actress,Neve McIntosh,0,2
"nominated 1 primetime emmy, another 2 win & 12 nomination",95.0,Actress,Morena Baccarin,13,2
4 nomination,45.0,Actor,Haaz Sleiman,4,0
8 win & 6 nomination,95.0,Actress,Jenn Gotzon Chandler,6,8
1 nomination,68.0,Actress,Marin Ireland,1,0
none,38.0,Actress,Seidy Lopez,0,0
"nominated 3 golden globes, another 5 win & 4 nomination",113.0,Actor,"Larry Drake
(1950–2016)",7,5
3 win,90.0,Producer,"Corey Large
(I)",0,3
none,98.0,Actor,"Masakazu Morita
(I)",0,0
1 nomination,89.0,Actress,"Lucía Jiménez
(I)",1,0
none,121.0,Actor,Richard Edson,0,0
none,36.0,Actress,Katharine Towne,0,0
3 win & 6 nomination,63.0,Actress,Melissa Benoist,6,3
1 nomination,16.0,Actor,Oakes Fegley,1,0
1 nomination,139.0,Actor,"Herbert Lom
(1917–2012)",1,0
3 win & 2 nomination,199.0,Actor,Bernard Le Coq,2,3
4 win,107.0,Actress,Hitomi Kuroki,0,4
none,44.0,Actress,Joséphine de La Baume,0,0
4 win & 1 nomination,94.0,Actor,Takehiro Murata,1,4
6 win & 8 nomination,89.0,Actress,Troian Bellisario,8,6
"won 1 golden globe, another 1 win & 8 nomination",85.0,Actress,Peggy Lipton,8,2
4 nomination,10.0,Actress,Perla Haney-Jardine,4,0
3 win,52.0,Actor,Daniele Liotti,0,3
18 win & 10 nomination,32.0,Actor,Irandhir Santos,10,18
11 win & 9 nomination,91.0,Actor,Bastian Pastewka,9,11
"nominated 1 golden globe, another 4 win & 11 nomination",287.0,Actor,Nick Jonas,12,4
3 win & 2 nomination,87.0,Actor,Zachery Ty Bryan,2,3
3 win & 4 nomination,135.0,Actor,Nick Searcy,4,3
none,139.0,Actress,Rita Bhaduri,0,0
9 win & 10 nomination,73.0,Actress,"Jacqueline McKenzie
(I)",10,9
1 win & 2 nomination,46.0,Actor,"Christian Cooke
(I)",2,1
none,25.0,Writer,Michael Doneger,0,0
3 win & 5 nomination,197.0,Actor,"Peter MacNeill
(I)",5,3
"won 1 primetime emmy, another 10 win & 23 nomination",236.0,Actor,Mark Gatiss,23,11
none,25.0,Actor,"Rahul Bhat
(I)",0,0
none,46.0,Actress,Alison Doody,0,0
2 win & 2 nomination,65.0,Actor,Antonio Cupo,2,2
13 win & 6 nomination,39.0,Actress,So-Ri Moon,6,13
none,,,Ginger Lynn,0,0
"nominated 1 oscar, another 3 win & 8 nomination",332.0,Actor,"Robert Vaughn
(I)
(1932–2016)",9,3
5 win & 5 nomination,96.0,Actor,Leigh Whannell,5,5
"won 2 primetime emmys, another 1 win & 10 nomination",113.0,Miscellaneous Crew,"Kent Osborne
(I)",10,3
3 win,27.0,Actor,Toby Hemingway,0,3
none,31.0,Actress,Charlie Spradling,0,0
1 win & 1 nomination,71.0,Actor,"Shinji Takeda
(I)",1,1
7 win & 2 nomination,17.0,Actress,Yeong-ae Lee,2,7
1 nomination,30.0,Actor,David Beecroft,1,0
3 win & 1 nomination,34.0,Actor,André Ramiro,1,3
"nominated 1 oscar, another 1 win & 6 nomination",7.0,Actor,"Jaye Davidson
(I)",7,1
1 nomination,45.0,Actor,Ethan Peck,1,0
3 win & 5 nomination,83.0,Actress,"Marie Trintignant
(1962–2003)",5,3
3 win & 4 nomination,74.0,Actor,Jamie Sives,4,3
1 win & 4 nomination,83.0,Actor,Matt Lanter,4,1
none,175.0,Actor,"Jeff Doucette
(I)",0,0
none,23.0,Actor,Max Parodi,0,0
"won 1 primetime emmy, another 4 win & 16 nomination",107.0,Actor,Peter MacNicol,16,5
3 nomination,316.0,Actor,Meat Loaf,3,0
2 win & 1 nomination,91.0,Actor,Tomas von Brömssen,1,2
2 win & 10 nomination,101.0,Actor,Harry Shum Jr.,10,2
none,39.0,Actor,Michael Grant Terry,0,0
none,8.0,Actor,Rory J. Saper,0,0
21 win & 18 nomination,90.0,Actress,Trine Dyrholm,18,21
3 win & 5 nomination,28.0,Actress,Lou de Laâge,5,3
none,83.0,Actor,Yûrei Yanagi,0,0
6 win & 7 nomination,32.0,Actress,Oksana Akinshina,7,6
none,16.0,Actress,Jean Wang,0,0
14 win & 12 nomination,153.0,Actor,"Jesper Christensen
(I)",12,14
none,95.0,Actor,Dirk Benedict,0,0
none,45.0,Actor,"David Lee Smith
(I)",0,0
none,59.0,Actor,Jay Paulson,0,0
15 win & 19 nomination,67.0,Actress,"Suzanne Clément
(I)",19,15
7 win & 6 nomination,90.0,Actress,Ryôko Hirosue,6,7
none,27.0,Actor,Kamal Sadanah,0,0
8 win & 3 nomination,38.0,Actor,"Yu Xia
(I)",3,8
2 nomination,16.0,Actress,Lily-Rose Depp,2,0
none,333.0,Actor,Glenn Jacobs,0,0
"nominated 1 primetime emmy, another 1 win & 5 nomination",307.0,Actress,Margaret Cho,6,1
none,49.0,Actor,"John Tormey
(I)",0,0
1 nomination,38.0,Actor,Connor Paolo,1,0
1 win & 2 nomination,179.0,Actor,Omid Djalili,2,1
1 win & 2 nomination,45.0,Actress,Gillian Chung,2,1
none,32.0,Actress,Laura Breckenridge,0,0
1 nomination,48.0,Actress,Lily Cole,1,0
none,98.0,Actor,Eric Judor,0,0
none,10.0,Actor,"Daniel Tay
(I)",0,0
7 win & 3 nomination,102.0,Actress,Cristina Banegas,3,7
1 win & 1 nomination,84.0,Actress,"Pamela Reed
(I)",1,1
"won 2 oscars, another 18 win & 19 nomination",393.0,Actor,"Peter Ustinov
(1921–2004)",19,20
none,66.0,Actor,Cung Le,0,0
4 win & 2 nomination,64.0,Actress,Emma Caulfield Ford,2,4
2 win & 6 nomination,222.0,Actress,Sheryl Lee Ralph,6,2
1 win,47.0,Actor,Dino Morea,0,1
none,50.0,Actor,"Ben Ng
(I)",0,0
none,22.0,Actress,Tenika Davis,0,0
3 win & 1 nomination,140.0,Actor,Huub Stapel,1,3
none,15.0,Actress,Heather Medway,0,0
"won 1 oscar, another 14 win & 18 nomination",182.0,Actress,Olympia Dukakis,18,15
25 win & 7 nomination,157.0,Actress,Hanna Schygulla,7,25
"nominated 1 primetime emmy, another 2 win",254.0,Actor,"Darren McGavin
(1922–2006)",1,2
3 win & 7 nomination,87.0,Actress,"Wendy Hughes
(I)
(1952–2014)",7,3
none,10051.0,Actress,Yoko Honna,0,0
7 win & 6 nomination,60.0,Actor,Vincent Macaigne,6,7
none,233.0,Actor,Carmen Argenziano,0,0
2 win,198.0,Actor,Mike Nawrocki,0,2
none,30.0,Actor,Will Brill,0,0
1 win,41.0,Actor,"Steve Bond
(I)",0,1
9 win & 4 nomination,76.0,Actor,Adriano Giannini,4,9
none,105.0,Actor,"Dennis Chan
(I)",0,0
none,152.0,Actor,Ka-Yan Leung,0,0
1 win & 2 nomination,34.0,Actor,Laurence R. Harvey,2,1
5 win & 4 nomination,100.0,Actor,"Peter Dobson
(I)",4,5
1 win & 4 nomination,88.0,Actor,Nandamuri Bala Krishna,4,1
none,35.0,Actor,Andy Rodoreda,0,0
2 nomination,131.0,Actor,"John Neville
(I)
(1925–2011)",2,0
none,104.0,Actress,Akemi Okamura,0,0
3 nomination,21.0,Actor,Trevor Blumas,3,0
1 win & 4 nomination,59.0,Actor,"Álex González
(II)",4,1
3 nomination,64.0,Actress,Jacqueline Obradors,3,0
10 nomination,66.0,Actress,"Melissa Rauch
(I)",10,0
1 win & 1 nomination,29.0,Actress,"Gyu-ri Kim
(II)",1,1
3 win,72.0,Actor,"Sivakumar
(II)",0,3
1 win,60.0,Actor,Altan Erkekli,0,1
4 win,50.0,Actor,"Matthew Montgomery
(I)",0,4
"won 2 golden globes, another 10 win & 20 nomination",417.0,Actor,Henry Winkler,20,12
none,2.0,Actor,Farhad Kheradmand,0,0
2 win & 2 nomination,15.0,Actor,Tom Vaughan-Lawlor,2,2
1 nomination,23.0,Actor,Chao-jung Chen,1,0
none,105.0,Actor,Mark Adair-Rios,0,0
none,48.0,Actress,Jena Sims,0,0
5 win & 6 nomination,101.0,Actress,"Ashley Benson
(I)",6,5
none,61.0,Actor,"Daniel Anderson
(I)",0,0
none,65.0,Actor,"Todd Jensen
(I)",0,0
none,25.0,Actress,Olivia Luccardi,0,0
5 nomination,51.0,Actress,"Dana Plato
(1964–1999)",5,0
13 win & 10 nomination,68.0,Actor,Stefano Accorsi,10,13
4 win & 2 nomination,50.0,Actress,Pollyanna McIntosh,2,4
none,172.0,Actor,Damian Chapa,0,0
none,63.0,Actor,Earl Pastko,0,0
7 win & 11 nomination,140.0,Producer,Jay Duplass,11,7
1 win & 1 nomination,344.0,Actor,Srinivasa Rao Kota,1,1
12 win & 2 nomination,57.0,Actor,Marcel Iures,2,12
1 nomination,26.0,Actress,"Lisa Enos
(I)",1,0
3 nomination,65.0,Actress,Poppy Montgomery,3,0
none,54.0,Actor,"Tom Burke
(IV)",0,0
2 nomination,86.0,Actor,Robert Cavanah,2,0
9 win & 7 nomination,100.0,Actress,Heike Makatsch,7,9
"nominated 1 oscar, another 2 win & 5 nomination",167.0,Actor,"Frank Finlay
(1926–2016)",6,2
1 nomination,84.0,Actress,Bree Turner,1,0
none,71.0,Actor,"Michael Harris
(I)",0,0
none,37.0,Actress,Aubrey Miles,0,0
1 win & 9 nomination,13.0,Actress,Brittany Ashworth,9,1
2 nomination,46.0,Actor,"Brian Bosworth
(I)",2,0
1 win & 2 nomination,98.0,Actor,"Wilford Brimley
(I)",2,1
3 win & 3 nomination,39.0,Actress,Karla Souza,3,3
5 nomination,67.0,Actress,Felecia Angelle,5,0
none,76.0,Actor,Rhett Giles,0,0
"nominated 1 primetime emmy, another 2 win & 7 nomination",64.0,Actress,Lisa Bonet,8,2
"nominated 1 golden globe, another 17 win & 38 nomination",173.0,Writer,Amy Schumer,39,17
8 win & 13 nomination,119.0,Actress,"Jennifer Morrison
(II)",13,8
3 win & 5 nomination,70.0,Actress,"Anita Yuen
(I)",5,3
none,59.0,Actor,"John Bishop
(I)",0,0
1 nomination,33.0,Actress,Theresa Randle,1,0
2 nomination,73.0,Actor,"Tom Towles
(1950–2015)",2,0
none,29.0,Actress,Pell James,0,0
3 nomination,27.0,Actor,"Kunal Kapoor
(II)",3,0
1 win,127.0,Actor,James Naughton,0,1
none,51.0,Actor,Michael McLafferty,0,0
none,218.0,Actress,Kana Hanazawa,0,0
1 win & 3 nomination,71.0,Actor,Wood Harris,3,1
1 win & 3 nomination,43.0,Actress,Ingrid Kavelaars,3,1
2 win & 5 nomination,140.0,Actor,Kel Mitchell,5,2
2 win,86.0,Actor,Tomer Sisley,0,2
2 win & 1 nomination,19.0,Actor,Alex Lawther,1,2
1 nomination,38.0,Actor,"Jack Gordon
(VII)",1,0
1 win & 3 nomination,77.0,Actress,Kayoko Kishimoto,3,1
none,19.0,Actress,Natasha Calis,0,0
1 win,25.0,Actress,Charlotte Ayanna,0,1
4 win & 5 nomination,103.0,Actress,Sophia Bush,5,4
none,114.0,Actor,"Stephen Lee
(I)
(1955–2014)",0,0
"nominated 2 bafta film awards, another 6 win",209.0,Actor,Jean-Paul Belmondo,2,6
1 nomination,67.0,Actress,Alexandra Holden,1,0
"nominated 4 golden globes, another 13 win & 39 nomination",227.0,Actress,Megan Mullally,43,13
none,33.0,Actor,Aditya Srivastava,0,0
9 win & 4 nomination,67.0,Actor,Ryûhei Matsuda,4,9
1 nomination,81.0,Actor,"Brian Hooks
(I)",1,0
none,38.0,Actor,Steven Pasquale,0,0
9 win & 5 nomination,91.0,Actor,Etsushi Toyokawa,5,9
1 nomination,56.0,Actor,Christoph Letkowski,1,0
none,33.0,Actress,Aubrey Peeples,0,0
1 win & 4 nomination,53.0,Actress,Bhoomika Chawla,4,1
"won 2 oscars, another 135 win & 177 nomination",456.0,Writer,Quentin Tarantino,177,137
"nominated 1 golden globe, another 16 win & 23 nomination",1220.0,Soundtrack,"David Bowie
(I)
(1947–2016)",24,16
1 win & 7 nomination,129.0,Actor,Romeo Miller,7,1
none,5.0,Actor,Daniel Skelton,0,0
3 win & 3 nomination,43.0,Actor,Ali Suliman,3,3
"won 1 bafta film award, another 3 win & 1 nomination",137.0,Actress,Rohini Hattangadi,1,4
6 win & 28 nomination,37.0,Composer,Shane Carruth,28,6
1 win & 1 nomination,17.0,Actress,Heather Juergensen,1,1
1 nomination,24.0,Director,Yahoo Serious,1,0
none,4.0,Actress,Rikki Brando,0,0
2 win & 3 nomination,50.0,Actress,Yuriko Yoshitaka,3,2
1 win & 4 nomination,57.0,Actress,Hilarie Burton,4,1
none,53.0,Actor,Marco Hofschneider,0,0
5 win,59.0,Producer,Joseph McKelheer,0,5
5 win & 3 nomination,218.0,Actor,"Vincent Pastore
(I)",3,5
8 nomination,54.0,Actor,Nathan Gamble,8,0
2 win & 4 nomination,73.0,Actress,"Sneha
(I)",4,2
2 nomination,35.0,Actress,Alison Folland,2,0
1 nomination,57.0,Actor,Iwar Wiklander,1,0
3 nomination,49.0,Actress,Nora-Jane Noone,3,0
"nominated 1 oscar, another 9 win & 6 nomination",182.0,Actor,"Denholm Elliott
(1922–1992)",7,9
none,26.0,Actress,Martina García,0,0
1 win & 3 nomination,84.0,Actor,"Christopher Gorham
(I)",3,1
none,30.0,Actor,"Napolean
(II)",0,0
2 nomination,48.0,Actress,Inés Sastre,2,0
none,29.0,Actress,"Linda Hoffman
(I)",0,0
none,12.0,Actor,Joy Fernandes,0,0
1 win & 1 nomination,45.0,Actor,Rawiri Paratene,1,1
12 win & 5 nomination,141.0,Actress,Tantoo Cardinal,5,12
7 win & 3 nomination,28.0,Actor,Louis Hofmann,3,7
1 nomination,37.0,Actor,Loren Dean,1,0
1 nomination,33.0,Actress,Dominique Jennings,1,0
1 nomination,25.0,Actress,Rimi Sen,1,0
8 win & 9 nomination,788.0,Actress,Kylie Minogue,9,8
1 nomination,225.0,Actor,"John Vernon
(I)
(1932–2005)",1,0
"nominated 1 oscar, another 2 win",35.0,Writer,Tim Loane,1,2
"nominated 4 oscars, another 17 win & 8 nomination",712.0,Actor,"Mickey Rooney
(I)
(1920–2014)",12,17
none,19.0,Actor,"Ian Kelly
(II)",0,0
3 nomination,60.0,Actor,Siu-Fai Cheung,3,0
none,163.0,Actress,Satsuki Yukino,0,0
7 win & 43 nomination,325.0,Soundtrack,"Chris Brown
(XXV)",43,7
"nominated 1 golden globe, another 3 win & 5 nomination",76.0,Actress,"Jane Adams
(II)",6,3
2 win & 3 nomination,289.0,Producer,Raymond Bak-Ming Wong,3,2
3 win & 2 nomination,103.0,Actor,Gérard Lanvin,2,3
"nominated 1 primetime emmy, another 2 win & 1 nomination",84.0,Writer,Demetri Martin,2,2
none,14.0,Actress,Gabriella Wilde,0,0
1 win,17.0,Actor,"Rahul Khanna
(I)",0,1
26 win & 9 nomination,340.0,Actor,"José Sacristán
(I)",9,26
1 win & 1 nomination,42.0,Actor,Greg Sestero,1,1
none,57.0,Actor,"Blake Harrison
(II)",0,0
"won 1 primetime emmy, another 1 nomination",119.0,Actor,"Barnard Hughes
(1915–2006)",1,1
1 nomination,73.0,Actor,"Rajesh Vivek
(1949–2016)",1,0
none,99.0,Actress,"Ai Maeda
(II)",0,0
none,38.0,Actor,"Jon Prescott
(I)",0,0
2 win & 4 nomination,69.0,Actor,Michael Caton,4,2
1 win & 2 nomination,60.0,Actor,Philip Keung,2,1
2 win & 4 nomination,100.0,Actor,"Mark Feuerstein
(I)",4,2
1 nomination,50.0,Actor,"Daniel MacPherson
(I)",1,0
3 win & 3 nomination,91.0,Actress,Katarzyna Figura,3,3
3 win & 3 nomination,46.0,Actress,Clotilde Hesme,3,3
5 win & 6 nomination,36.0,Actor,Chao Deng,6,5
none,7.0,Actress,Merve Ates,0,0
2 win & 1 nomination,114.0,Actor,Eric Bogosian,1,2
none,30.0,Actress,Bailey Noble,0,0
1 win,69.0,Actor,Zlatko Buric,0,1
none,29.0,Actor,A. Michael Baldwin,0,0
1 win & 2 nomination,87.0,Actor,Saïd Taghmaoui,2,1
1 nomination,15.0,Actor,Brendon Ryan Barrett,1,0
6 win & 3 nomination,19.0,Actor,Kacey Mottet Klein,3,6
2 win & 3 nomination,100.0,Actor,"Jonathan Bennett
(I)",3,2
none,15.0,Actor,Sakda Kaewbuadee,0,0
7 nomination,170.0,Soundtrack,Ja Rule,7,0
"won 1 primetime emmy, another 1 win & 2 nomination",191.0,Actress,Jenny Agutter,2,2
8 win & 10 nomination,60.0,Actor,Brady Corbet,10,8
none,16.0,Actor,"Brock Pierce
(I)",0,0
"nominated 2 golden globes, another 15 win & 49 nomination",128.0,Actor,Andre Braugher,51,15
1 win & 4 nomination,106.0,Actor,"Sam Lee
(III)",4,1
3 win & 1 nomination,30.0,Actor,"Ufuk Bayraktar
(I)",1,3
2 win & 1 nomination,180.0,Actress,"Urvashi
(I)",1,2
5 nomination,237.0,Actor,Nick Kroll,5,0
none,81.0,Actress,"Deborah Shelton
(I)",0,0
1 win & 2 nomination,72.0,Actor,Sergio Peris-Mencheta,2,1
3 win & 1 nomination,63.0,Actor,Kevin Downes,1,3
4 win & 9 nomination,63.0,Actress,Danielle Cormack,9,4
1 nomination,17.0,Actress,Callie Hernandez,1,0
4 win & 14 nomination,99.0,Actor,Tristán Ulloa,14,4
2 win & 5 nomination,250.0,Actor,Billy Ray Cyrus,5,2
none,20.0,Actor,Brent Roam,0,0
"nominated 1 oscar, another 5 win & 11 nomination",141.0,Actress,"Amy Madigan
(I)",12,5
2 win,30.0,Actor,Ismail Hacioglu,0,2
2 win & 1 nomination,237.0,Actor,M. Emmet Walsh,1,2
2 win & 1 nomination,129.0,Actor,Frankie Faison,1,2
1 nomination,10.0,Actress,Jenjira Pongpas,1,0
5 win & 1 nomination,35.0,Actress,Hana Sugisaki,1,5
1 win,41.0,Actor,Adam LaVorgna,0,1
none,48.0,Actor,Lewis Van Bergen,0,0
2 win & 1 nomination,80.0,Actress,"Natalie Brown
(VI)",1,2
"nominated 1 golden globe, another 43 win & 78 nomination",697.0,Soundtrack,Mariah Carey,79,43
1 win & 4 nomination,167.0,Actor,"Jon Gries
(I)",4,1
2 win,26.0,Actor,Claude Maki,0,2
1 win & 4 nomination,64.0,Actor,Johan Heldenbergh,4,1
14 win & 17 nomination,120.0,Actor,Ian Somerhalder,17,14
1 win & 5 nomination,20.0,Actor,"Matthew Daddario
(I)",5,1
6 win & 18 nomination,60.0,Actress,Luna Lauren Velez,18,6
5 win & 2 nomination,82.0,Actor,Sami Bouajila,2,5
none,65.0,Actor,Zachary Knighton,0,0
"nominated 1 golden globe, another 5 nomination",79.0,Actress,"Nancy Allen
(I)",6,0
2 nomination,184.0,Actress,Rachel Dratch,2,0
"nominated 1 oscar, another 57 win & 31 nomination",99.0,Actor,Taika Waititi,32,57
1 nomination,58.0,Actor,Sagamore Stévenin,1,0
1 win & 3 nomination,24.0,Actress,"Mónica Cervera
(I)",3,1
3 win & 5 nomination,85.0,Actor,Temuera Morrison,5,3
2 win & 5 nomination,29.0,Actress,Christa Théret,5,2
"nominated 1 golden globe, another 3 win",144.0,Actor,Timothy Bottoms,1,3
6 win & 13 nomination,154.0,Actress,Sandra Kwan Yue Ng,13,6
none,18.0,Actress,"Taylor St. Clair
(II)",0,0
none,34.0,Actress,Caitlin Dulany,0,0
6 win & 4 nomination,113.0,Actor,Matthias Habich,4,6
none,66.0,Actor,Edoardo Ballerini,0,0
"won 4 primetime emmys, another 1 win & 9 nomination",140.0,Actor,"Chris Elliott
(I)",9,5
none,47.0,Actress,Bojana Maljevic,0,0
none,74.0,Actress,Nelly Frijda,0,0
1 win,39.0,Actress,Betsy Russell,0,1
1 win & 1 nomination,16.0,Actor,Neeraj Kabi,1,1
2 win & 9 nomination,24.0,Actress,Ok-bin Kim,9,2
1 win & 1 nomination,85.0,Actress,Bre Blair,1,1
1 win,137.0,Actor,Lew Temple,0,1
7 nomination,45.0,Actress,Yaya DaCosta,7,0
none,57.0,Actress,Shari Shattuck,0,0
10 win & 1 nomination,,,Roja (1992),1,10
3 win & 7 nomination,71.0,Actor,"Miko Hughes
(I)",7,3
none,187.0,Actor,"Aldo Sambrell
(1931–2010)",0,0
1 win & 9 nomination,26.0,Actor,"Prabhas
(I)",9,1
none,18.0,Actor,Jong-ryol Choi,0,0
none,21.0,Actress,Lexi Atkins,0,0
4 win & 2 nomination,23.0,Actor,Anders Danielsen Lie,2,4
"won 5 golden globes, another 31 win & 25 nomination",711.0,Actor,Edward Asner,25,36
none,20.0,Actress,Stephanie Hudson,0,0
2 win & 6 nomination,317.0,Soundtrack,"Melanie Brown
(I)",6,2
none,32.0,Actress,"Emily Montague
(I)",0,0
2 win & 6 nomination,21.0,Actress,Paula Beer,6,2
3 win & 2 nomination,52.0,Actor,"Alexander Ludwig
(I)",2,3
1 win & 2 nomination,68.0,Actor,Jean-Philippe Écoffey,2,1
1 win & 2 nomination,199.0,Actor,Anthony Head,2,1
none,31.0,Actress,Kim Greist,0,0
5 win & 2 nomination,64.0,Actor,Herbert Bautista,2,5
none,252.0,Soundtrack,"Gary Kemp
(I)",0,0
4 nomination,70.0,Actor,"David Sutcliffe
(I)",4,0
4 win & 3 nomination,16.0,Actor,Pyotr Mamonov,3,4
none,4.0,Actress,Erika Bók,0,0
2 win & 3 nomination,167.0,Actress,"Catherine Jacob
(I)",3,2
1 win & 4 nomination,27.0,Actress,Nicola Peltz,4,1
1 win,56.0,Actor,Pascal Cervo,0,1
"won 1 golden globe, another 3 win & 5 nomination",288.0,Actor,"George Hamilton
(I)",5,4
none,23.0,Actor,Tarun Arora,0,0
6 win & 5 nomination,80.0,Actor,Eric Elmosnino,5,6
1 win & 4 nomination,69.0,Actor,"Aaron Poole
(I)",4,1
"won 1 primetime emmy, another 3 nomination",109.0,Actor,"Richard Dysart
(I)
(1929–2015)",3,1
1 win & 3 nomination,28.0,Actor,Paul Hamy,3,1
6 win & 16 nomination,96.0,Director,Adam Wingard,16,6
5 win & 7 nomination,84.0,Actor,Rajat Kapoor,7,5
1 win,41.0,Actress,Aimee Brooks,0,1
1 win & 6 nomination,91.0,Actor,Keith Coogan,6,1
"nominated 2 oscars, another 5 win & 8 nomination",164.0,Actor,"Gene Wilder
(1933–2016)",10,5
none,43.0,Actress,Tamsin Egerton,0,0
2 win & 2 nomination,71.0,Actor,Jens Albinus,2,2
none,182.0,Actor,Josh Fadem,0,0
9 win & 11 nomination,70.0,Actor,Nicholas Tse,11,9
8 win & 3 nomination,79.0,Producer,"John Polson
(I)",3,8
"won 2 primetime emmys, another 3 nomination",121.0,Actor,Robert Wuhl,3,2
none,36.0,Soundtrack,Beanie Sigel,0,0
2 nomination,29.0,Actor,"Matt Long
(II)",2,0
"nominated 1 primetime emmy, another 6 win & 4 nomination",212.0,Actor,John Stamos,5,6
none,103.0,Actor,"Simon Rex
(I)",0,0
1 win,43.0,Actor,"Brad Hunt
(I)",0,1
1 win & 7 nomination,75.0,Actress,Jayma Mays,7,1
1 nomination,76.0,Actor,"Simon Reynolds
(I)",1,0
5 win & 7 nomination,114.0,Actor,Philippe Torreton,7,5
1 nomination,55.0,Actor,Boris Terral,1,0
6 win & 5 nomination,204.0,Actor,Raphael Sbarge,5,6
23 win & 12 nomination,119.0,Actor,Michael Herbig,12,23
1 win,9.0,Actor,Leo Minaya,0,1
"nominated 1 bafta film award, another 2 win & 1 nomination",94.0,Actor,Roshan Seth,2,2
16 win & 16 nomination,215.0,Actor,Gordon Pinsent,16,16
none,35.0,Actress,Kiran Rathod,0,0
1 nomination,43.0,Actor,Ashton Holmes,1,0
"nominated 2 primetime emmys, another 4 nomination",262.0,Actor,"Robert Klein
(I)",6,0
none,27.0,Actor,Sam Keeley,0,0
none,27.0,Actor,"Kevin Guthrie
(III)",0,0
1 nomination,65.0,Actress,Natassia Malthe,1,0
4 win & 5 nomination,154.0,Actor,"Bernard Giraudeau
(1947–2010)",5,4
8 win & 1 nomination,91.0,Actor,Haluk Bilginer,1,8
4 win,22.0,Actor,Jonathan Daniel Brown,0,4
4 win & 1 nomination,62.0,Actress,Mikako Ichikawa,1,4
3 nomination,36.0,Actor,Jamie Campbell Bower,3,0
none,25.0,Actor,"Jamie Bartlett
(I)",0,0
none,8.0,Actress,Katarina Vasilissa,0,0
2 win & 2 nomination,52.0,Actor,Simon Lyndon,2,2
1 win & 2 nomination,72.0,Actor,Douglas Henshall,2,1
2 nomination,46.0,Actor,Garrett Clayton,2,0
none,18.0,Actor,Jack Cullison,0,0
2 win & 2 nomination,61.0,Actor,Gregg Sulkin,2,2
1 nomination,66.0,Actress,Jessica Szohr,1,0
"nominated 1 golden globe, another 8 nomination",105.0,Actor,"Kevin Connolly
(I)",9,0
3 win & 4 nomination,41.0,Actress,Julianne Michelle,4,3
2 nomination,100.0,Actor,Oliver Tobias,2,0
13 win & 18 nomination,81.0,Actor,Giuseppe Battiston,18,13
1 win,102.0,Actress,Julia Brendler,0,1
1 nomination,96.0,Actress,Kristina Klebe,1,0
none,8.0,Actor,"Rohit Kumar
(I)",0,0
8 win & 5 nomination,41.0,Actor,Jae-yeong Jeong,5,8
1 nomination,69.0,Actor,"John Terry
(I)",1,0
"nominated 3 primetime emmys, another 6 win & 7 nomination",149.0,Actor,"Kevin McDonald
(I)",10,6
17 win & 15 nomination,130.0,Actress,Katja Riemann,15,17
4 nomination,87.0,Actor,"Duane Martin
(I)",4,0
2 win & 3 nomination,106.0,Actor,Toshirô Yanagiba,3,2
5 win & 2 nomination,136.0,Actor,Clark Gregg,2,5
2 win & 1 nomination,143.0,Actress,Carole Bouquet,1,2
none,46.0,Actor,Orlando Seale,0,0
1 win & 6 nomination,76.0,Actress,Ingeborga Dapkunaite,6,1
none,63.0,Actress,"Karen Young
(I)",0,0
none,27.0,Actor,Damián Delgado,0,0
"nominated 1 bafta film award, another 1 win & 6 nomination",54.0,Actor,"Johnny Harris
(II)",7,1
"nominated 1 oscar, another 5 win & 11 nomination",80.0,Actress,Kate Nelligan,12,5
2 nomination,73.0,Actress,"Ellen Greene
(I)",2,0
